"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/aggregate_throughput_mbps","ppo_morabito_ns3_20ue_20260508_160337 - external/aggregate_throughput_mbps__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/aggregate_throughput_mbps__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/aggregate_throughput_mbps","a2c_morabito_ns3_20ue_20260508_160335 - external/aggregate_throughput_mbps__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/aggregate_throughput_mbps__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/aggregate_throughput_mbps","dqn_morabito_ns3_20ue_20260508_160334 - external/aggregate_throughput_mbps__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/aggregate_throughput_mbps__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/aggregate_throughput_mbps","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/aggregate_throughput_mbps__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/aggregate_throughput_mbps__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/aggregate_throughput_mbps","2026-05-08_13-32 - external/aggregate_throughput_mbps__MIN","2026-05-08_13-32 - external/aggregate_throughput_mbps__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/aggregate_throughput_mbps","a2c_morabito_ns3_20ue_20260507_232704 - external/aggregate_throughput_mbps__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/aggregate_throughput_mbps__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/aggregate_throughput_mbps","ppo_morabito_ns3_20ue_20260507_232608 - external/aggregate_throughput_mbps__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/aggregate_throughput_mbps__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/aggregate_throughput_mbps","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/aggregate_throughput_mbps__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/aggregate_throughput_mbps__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/aggregate_throughput_mbps","dqn_morabito_ns3_20ue_20260507_232604 - external/aggregate_throughput_mbps__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/aggregate_throughput_mbps__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"640","18.161","18.161","18.161","640","640","640","38.167","38.167","38.167","640","640","640","34.5","34.5","34.5","640","640","640","31.743","31.743","31.743","640","640","640","36.166","36.166","36.166","62800","62800","62800","","","","","","","","","","","","","","","","","","","","","","","",""
"641","31.335","31.335","31.335","641","641","641","18.203","18.203","18.203","641","641","641","37.402","37.402","37.402","641","641","641","41.363","41.363","41.363","641","641","641","35.757","35.757","35.757","62859","62859","62859","","","","","","","","","","","","","","","","","","","","","","","",""
"642","41.207","41.207","41.207","642","642","642","18.507","18.507","18.507","642","642","642","18.371","18.371","18.371","642","642","642","33.388","33.388","33.388","642","642","642","40.756","40.756","40.756","62918","62918","62918","","","","","","","","","","","","","","","","","","","","","","","",""
"643","36.051","36.051","36.051","643","643","643","35.306","35.306","35.306","643","643","643","35.379","35.379","35.379","643","643","643","18.015","18.015","18.015","643","643","643","32.026","32.026","32.026","62979","62979","62979","","","","","","","","","","","","","","","","","","","","","","","",""
"644","18.088","18.088","18.088","644","644","644","18.088","18.088","18.088","644","644","644","36.647","36.647","36.647","644","644","644","36.365","36.365","36.365","644","644","644","34.301","34.301","34.301","63033","63033","63033","","","","","","","","","","","","","","","","","","","","","","","",""
"645","35.589","35.589","35.589","645","645","645","31.544","31.544","31.544","645","645","645","35.39","35.39","35.39","645","645","645","35.641","35.641","35.641","645","645","645","31.806","31.806","31.806","63090","63090","63090","","","","","","","","","","","","","","","","","","","","","","","",""
"646","17.952","17.952","17.952","646","646","646","40.011","40.011","40.011","646","646","646","36.113","36.113","36.113","646","646","646","35.495","35.495","35.495","646","646","646","32.445","32.445","32.445","63149","63149","63149","","","","","","","","","","","","","","","","","","","","","","","",""
"647","36.438","36.438","36.438","647","647","647","18.34","18.34","18.34","647","647","647","35.18","35.18","35.18","647","647","647","18.612","18.612","18.612","647","647","647","32.246","32.246","32.246","63208","63208","63208","","","","","","","","","","","","","","","","","","","","","","","",""
"648","29.311","29.311","29.311","648","648","648","34.583","34.583","34.583","648","648","648","36.008","36.008","36.008","648","648","648","35.851","35.851","35.851","648","648","648","33.241","33.241","33.241","63269","63269","63269","","","","","","","","","","","","","","","","","","","","","","","",""
"649","42.034","42.034","42.034","649","649","649","34.51","34.51","34.51","649","649","649","36.449","36.449","36.449","649","649","649","34.604","34.604","34.604","649","649","649","31.785","31.785","31.785","63329","63329","63329","","","","","","","","","","","","","","","","","","","","","","","",""
"650","18.256","18.256","18.256","650","650","650","33.43","33.43","33.43","650","650","650","36.47","36.47","36.47","650","650","650","36.501","36.501","36.501","650","650","650","33.315","33.315","33.315","63388","63388","63388","","","","","","","","","","","","","","","","","","","","","","","",""
"651","35.37","35.37","35.37","651","651","651","38.849","38.849","38.849","651","651","651","35.096","35.096","35.096","651","651","651","35.746","35.746","35.746","651","651","651","39.55","39.55","39.55","63444","63444","63444","","","","","","","","","","","","","","","","","","","","","","","",""
"652","37.162","37.162","37.162","652","652","652","18.706","18.706","18.706","652","652","652","36.207","36.207","36.207","652","652","652","37.161","37.161","37.161","652","652","652","44.487","44.487","44.487","63501","63501","63501","","","","","","","","","","","","","","","","","","","","","","","",""
"653","35.4","35.4","35.4","653","653","653","35.956","35.956","35.956","653","653","653","36.878","36.878","36.878","653","653","653","17.91","17.91","17.91","653","653","653","40.766","40.766","40.766","63562","63562","63562","","","","","","","","","","","","","","","","","","","","","","","",""
"654","36.575","36.575","36.575","654","654","654","34.824","34.824","34.824","654","654","654","35.851","35.851","35.851","654","654","654","28.253","28.253","28.253","654","654","654","31.145","31.145","31.145","63622","63622","63622","","","","","","","","","","","","","","","","","","","","","","","",""
"655","32.927","32.927","32.927","655","655","655","37.109","37.109","37.109","655","655","655","36.281","36.281","36.281","655","655","655","36.407","36.407","36.407","655","655","655","33.462","33.462","33.462","63683","63683","63683","","","","","","","","","","","","","","","","","","","","","","","",""
"656","37.936","37.936","37.936","656","656","656","17.868","17.868","17.868","656","656","656","17.857","17.857","17.857","656","656","656","17.679","17.679","17.679","656","656","656","29.7","29.7","29.7","63740","63740","63740","","","","","","","","","","","","","","","","","","","","","","","",""
"657","31.418","31.418","31.418","657","657","657","34.133","34.133","34.133","657","657","657","18.098","18.098","18.098","657","657","657","18.109","18.109","18.109","657","657","657","37.612","37.612","37.612","63797","63797","63797","","","","","","","","","","","","","","","","","","","","","","","",""
"658","33.368","33.368","33.368","658","658","658","33.975","33.975","33.975","658","658","658","17.522","17.522","17.522","658","658","658","30.747","30.747","30.747","658","658","658","31.911","31.911","31.911","63856","63856","63856","","","","","","","","","","","","","","","","","","","","","","","",""
"659","18.025","18.025","18.025","659","659","659","39.445","39.445","39.445","659","659","659","35.945","35.945","35.945","659","659","659","20.163","20.163","20.163","659","659","659","30.066","30.066","30.066","63917","63917","63917","","","","","","","","","","","","","","","","","","","","","","","",""
"660","18.245","18.245","18.245","660","660","660","34.468","34.468","34.468","660","660","660","35.505","35.505","35.505","660","660","660","30.087","30.087","30.087","660","660","660","41.846","41.846","41.846","63978","63978","63978","","","","","","","","","","","","","","","","","","","","","","","",""
"661","18.161","18.161","18.161","661","661","661","37.496","37.496","37.496","661","661","661","36.804","36.804","36.804","661","661","661","36.228","36.228","36.228","661","661","661","29.877","29.877","29.877","64038","64038","64038","","","","","","","","","","","","","","","","","","","","","","","",""
"662","17.857","17.857","17.857","662","662","662","18.329","18.329","18.329","662","662","662","35.956","35.956","35.956","662","662","662","31.491","31.491","31.491","662","662","662","32.11","32.11","32.11","64091","64091","64091","","","","","","","","","","","","","","","","","","","","","","","",""
"663","11.716","11.716","11.716","663","663","663","36.029","36.029","36.029","663","663","663","36.354","36.354","36.354","663","663","663","33.933","33.933","33.933","663","663","663","30.59","30.59","30.59","64149","64149","64149","","","","","","","","","","","","","","","","","","","","","","","",""
"664","43.879","43.879","43.879","664","664","664","35.83","35.83","35.83","664","664","664","34.897","34.897","34.897","664","664","664","36.689","36.689","36.689","664","664","664","30.695","30.695","30.695","64209","64209","64209","","","","","","","","","","","","","","","","","","","","","","","",""
"665","35.254","35.254","35.254","665","665","665","34.007","34.007","34.007","665","665","665","36.385","36.385","36.385","665","665","665","32.278","32.278","32.278","665","665","665","33","33","33","64270","64270","64270","","","","","","","","","","","","","","","","","","","","","","","",""
"666","36.47","36.47","36.47","666","666","666","18.098","18.098","18.098","666","666","666","36.281","36.281","36.281","666","666","666","32.141","32.141","32.141","666","666","666","31.082","31.082","31.082","64331","64331","64331","","","","","","","","","","","","","","","","","","","","","","","",""
"667","35.883","35.883","35.883","667","667","667","35.338","35.338","35.338","667","667","667","35.295","35.295","35.295","667","667","667","34.426","34.426","34.426","667","667","667","36.805","36.805","36.805","64388","64388","64388","","","","","","","","","","","","","","","","","","","","","","","",""
"668","17.941","17.941","17.941","668","668","668","34.143","34.143","34.143","668","668","668","36.165","36.165","36.165","668","668","668","33.892","33.892","33.892","668","668","668","31.606","31.606","31.606","64445","64445","64445","","","","","","","","","","","","","","","","","","","","","","","",""
"669","17.857","17.857","17.857","669","669","669","29.73","29.73","29.73","669","669","669","35.086","35.086","35.086","669","669","669","57.608","57.608","57.608","669","669","669","28.956","28.956","28.956","64505","64505","64505","","","","","","","","","","","","","","","","","","","","","","","",""
"670","32.917","32.917","32.917","670","670","670","18.046","18.046","18.046","670","670","670","37.14","37.14","37.14","670","670","670","35.107","35.107","35.107","670","670","670","34.908","34.908","34.908","64567","64567","64567","","","","","","","","","","","","","","","","","","","","","","","",""
"671","18.224","18.224","18.224","671","671","671","35.83","35.83","35.83","671","671","671","33.891","33.891","33.891","671","671","671","37.203","37.203","37.203","671","671","671","29.144","29.144","29.144","64628","64628","64628","","","","","","","","","","","","","","","","","","","","","","","",""
"672","36.553","36.553","36.553","672","672","672","18.602","18.602","18.602","672","672","672","38.587","38.587","38.587","672","672","672","34.122","34.122","34.122","672","672","672","32.802","32.802","32.802","64688","64688","64688","","","","","","","","","","","","","","","","","","","","","","","",""
"673","17.816","17.816","17.816","673","673","673","32.068","32.068","32.068","673","673","673","36.04","36.04","36.04","673","673","673","38.167","38.167","38.167","673","673","673","36.994","36.994","36.994","64745","64745","64745","","","","","","","","","","","","","","","","","","","","","","","",""
"674","32.487","32.487","32.487","674","674","674","39.278","39.278","39.278","674","674","674","36.04","36.04","36.04","674","674","674","35.296","35.296","35.296","674","674","674","33.514","33.514","33.514","64802","64802","64802","","","","","","","","","","","","","","","","","","","","","","","",""
"675","35.411","35.411","35.411","675","675","675","35.39","35.39","35.39","675","675","675","17.574","17.574","17.574","675","675","675","36.134","36.134","36.134","675","675","675","33.315","33.315","33.315","64862","64862","64862","","","","","","","","","","","","","","","","","","","","","","","",""
"676","38.376","38.376","38.376","676","676","676","36.26","36.26","36.26","676","676","676","17.941","17.941","17.941","676","676","676","33.902","33.902","33.902","676","676","676","31.366","31.366","31.366","64922","64922","64922","","","","","","","","","","","","","","","","","","","","","","","",""
"677","36.522","36.522","36.522","677","677","677","35.662","35.662","35.662","677","677","677","17.92","17.92","17.92","677","677","677","37.59","37.59","37.59","677","677","677","33.43","33.43","33.43","64981","64981","64981","","","","","","","","","","","","","","","","","","","","","","","",""
"678","35.767","35.767","35.767","678","678","678","35.431","35.431","35.431","678","678","678","35.244","35.244","35.244","678","678","678","34.499","34.499","34.499","678","678","678","37.947","37.947","37.947","65037","65037","65037","","","","","","","","","","","","","","","","","","","","","","","",""
"679","33.43","33.43","33.43","679","679","679","36.323","36.323","36.323","679","679","679","36.428","36.428","36.428","679","679","679","36.983","36.983","36.983","679","679","679","33.797","33.797","33.797","65093","65093","65093","","","","","","","","","","","","","","","","","","","","","","","",""
"680","17.784","17.784","17.784","680","680","680","33.053","33.053","33.053","680","680","680","35.715","35.715","35.715","680","680","680","32.194","32.194","32.194","680","680","680","28.788","28.788","28.788","65151","65151","65151","","","","","","","","","","","","","","","","","","","","","","","",""
"681","33.609","33.609","33.609","681","681","681","38.817","38.817","38.817","681","681","681","18.14","18.14","18.14","681","681","681","25.822","25.822","25.822","681","681","681","32.634","32.634","32.634","65210","65210","65210","","","","","","","","","","","","","","","","","","","","","","","",""
"682","18.096","18.096","18.096","682","682","682","33.399","33.399","33.399","682","682","682","35.726","35.726","35.726","682","682","682","25.434","25.434","25.434","682","682","682","29.762","29.762","29.762","65271","65271","65271","","","","","","","","","","","","","","","","","","","","","","","",""
"683","35.663","35.663","35.663","683","683","683","34.457","34.457","34.457","683","683","683","18.151","18.151","18.151","683","683","683","60.94","60.94","60.94","683","683","683","33.818","33.818","33.818","65330","65330","65330","","","","","","","","","","","","","","","","","","","","","","","",""
"684","18.539","18.539","18.539","684","684","684","40.211","40.211","40.211","684","684","684","29.396","29.396","29.396","684","684","684","36.029","36.029","36.029","684","684","684","38.628","38.628","38.628","65386","65386","65386","","","","","","","","","","","","","","","","","","","","","","","",""
"685","35.851","35.851","35.851","685","685","685","36.134","36.134","36.134","685","685","685","42.663","42.663","42.663","685","685","685","36.291","36.291","36.291","685","685","685","33.158","33.158","33.158","65444","65444","65444","","","","","","","","","","","","","","","","","","","","","","","",""
"686","34.363","34.363","34.363","686","686","686","34.677","34.677","34.677","686","686","686","35.6","35.6","35.6","686","686","686","34.939","34.939","34.939","686","686","686","30.203","30.203","30.203","65503","65503","65503","","","","","","","","","","","","","","","","","","","","","","","",""
"687","18.025","18.025","18.025","687","687","687","36.774","36.774","36.774","687","687","687","18.214","18.214","18.214","687","687","687","36.69","36.69","36.69","687","687","687","36.658","36.658","36.658","65563","65563","65563","","","","","","","","","","","","","","","","","","","","","","","",""
